Dataset_sequence_ID,Data.entry,Cave.data.series,Biogeographical.realm,Continent,Biome classification,Country.record,Cave.site,Lattitude,Longitude,Species.name,Record.source,URL
Dataset_2_056,BC 057,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Lort,17.5875,104.8125,Hipposideros pomona,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_057,BC 058,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Lom,17.5875,104.8125,Rhinolophus luctus,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_058,BC 059,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Jingjunchott,17.55417,104.81944,Hipposideros pomona,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_059,BC 060,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Jingjunchott,17.55417,104.81944,Hipposideros larvatus,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_060,BC 061,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Jingjunchott,17.55417,104.81944,Aselliscus stoliczkanus,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_061,BC 062,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Jingjunchott,17.55417,104.81944,Rhinolophus pusillus,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_062,BC 063,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tom Quaie,17.55417,104.825,Hipposideros armiger,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_063,BC 064,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tom Quaie,17.55417,104.825,Myotis siligorensis,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_064,BC 065,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tom Quaie,17.55417,104.825,Rhinolophus thomasi,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_065,BC 066,S 005,Indomalayan,Asia,TSMB,Laos DPR,"Ban Pontong, Mauang",17.57778,104.825,Cynopterus sphinx,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_066,BC 067,S 005,Indomalayan,Asia,TSMB,Laos DPR,"Ban Pontong, Mauang",17.57778,104.825,Eonycteris spelaea,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_067,BC 068,S 005,Indomalayan,Asia,TSMB,Laos DPR,"Ban Pontong, Mauang",17.57778,104.825,Hesperoptenus blanfordi,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_068,BC 069,S 005,Indomalayan,Asia,TSMB,Laos DPR,"Ban Pontong, Mauang",17.57778,104.825,Megaderma spasma,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_069,BC 070,S 005,Indomalayan,Asia,TSMB,Laos DPR,"Ban Pontong, Mauang",17.57778,104.825,Miniopterus magnater,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_070,BC 071,S 005,Indomalayan,Asia,TSMB,Laos DPR,"Ban Pontong, Mauang",17.57778,104.825,Kerivoula hardwickii,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_071,BC 072,S 005,Indomalayan,Asia,TSMB,Laos DPR,"Ban Pontong, Mauang",17.57778,104.825,Rhinolophus malayanus,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_072,BC 073,S 005,Indomalayan,Asia,TSMB,Laos DPR,"Ban Pontong, Mauang",17.57778,104.825,Rhinolophus thomasi,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_073,BC 074,S 005,Indomalayan,Asia,TSMB,Laos DPR,Thakhek District,17.55694,104.82639,Kerivoula hardwickii,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_074,BC 075,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Pha Deng,17.55694,104.82778,Rhinolophus thomasi,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_075,BC 076,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Nam Phae,17.55972,104.82917,Hipposideros pomona,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_076,BC 077,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Khun Fart 1,17.58056,104.82917,Rhinolophus thomasi,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_077,BC 078,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Sumpoy,17.54861,104.83611,Cynopterus sphinx,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_078,BC 079,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Sumpoy,17.54861,104.83611,Hypsugo pulveratus,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_079,BC 080,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Sumpoy,17.54861,104.83611,Hipposideros armiger,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_080,BC 081,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Sumpoy,17.54861,104.83611,Rhinolophus thomasi,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_081,BC 082,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam jungvung,17.56111,104.8375,Hipposideros pomona,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_082,BC 083,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam jungvung,17.56111,104.8375,Eonycteris spelaea,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_083,BC 084,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam jungvung,17.56111,104.8375,Lyroderma lyra,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_084,BC 085,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam jungvung,17.56111,104.8375,Hipposideros diadema,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_085,BC 086,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam jungvung,17.56111,104.8375,Aselliscus stoliczkanus,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_086,BC 087,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam jungvung,17.56111,104.8375,Hipposideros larvatus,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_087,BC 088,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam jungvung,17.56111,104.8375,Rousettus leschenaultii,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_088,BC 089,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Gunhom,17.56389,104.84306,Hipposideros diadema,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_089,BC 090,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Patchan,17.56944,104.85,Hipposideros armiger,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_090,BC 091,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Cynopterus sphinx,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_091,BC 092,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Megaerops niphanae,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_092,BC 093,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Hipposideros pomona,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_093,BC 094,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Hypsugo pulveratus,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_094,BC 095,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Hesperoptenus blanfordi,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_095,BC 096,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Miniopterus schreibersii,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_096,BC 097,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Murina cyclotis,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_097,BC 098,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Harpiocephalus harpia,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_098,BC 099,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Kerivoula hardwickii,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_099,BC 100,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Phoniscus jagorii,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_100,BC 101,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Myotis siligorensis,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_101,BC 102,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Myotis siligorensis,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_102,BC 103,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Myotis pilosus,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_103,BC 104,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Ia io,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_104,BC 105,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Rhinolophus macrotis,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_105,BC 106,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Rhinolophus malayanus,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_106,BC 107,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Rhinolophus paradoxolophus,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_107,BC 108,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Rhinolophus pusillus,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_108,BC 109,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Pipistrellus tenius,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_109,BC 110,S 005,Indomalayan,Asia,TSMB,Laos DPR,Tam Houay Si,17.54722,104.93194,Rhinolophus steno,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_110,BC 111,S 005,Indomalayan,Asia,TSMB,Laos DPR,Ban Vieng,17.5975,104.96583,Megaderma spasma,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_111,BC 112,S 005,Indomalayan,Asia,TSMB,Laos DPR,Ban Vieng,17.5975,104.96583,Lyroderma lyra,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
Dataset_2_112,BC 113,S 005,Indomalayan,Asia,TSMB,Laos DPR,Ban Vieng,17.5975,104.96583,Murina cyclotis,"Robinson, M. F., & Webber, M. (2000). Survey of bats (Mammalia: Chiroptera) in the Khammouan Limestone National Biodiversity Conservation Area. Lao PDR Natural History Bulletin of the Siam Society, 48, 21-45.",http://www.siamese-heritage.org/nhbsspdf/vol041-050/NHBSS_048_1i_Robinson_SurveyOfBatsMamm.pdf
